Symbol,base_currency,quote_currency,quote_increment,base_increment,display_name,min_market_funds,margin_enabled,post_only,limit_only,cancel_only,status,status_message,trading_disabled,fx_stablecoin,max_slippage_percentage,auction_mode,high_bid_limit_percentage
USDC-GBP,USDC,GBP,0.0001,0.01,USDC-GBP,0.72,False,False,True,False,online,,False,True,0.01000000,False,0.03000000
USDS-USD,USDS,USD,0.0001,0.01,USDS/USD,1,False,False,True,False,online,,False,True,0.01000000,False,0.03000000
USDT-EUR,USDT,EUR,0.00001,0.01,USDT-EUR,0.84,False,False,False,False,online,,False,True,0.01000000,False,0.03000000
USDT-GBP,USDT,GBP,0.0001,0.01,USDT-GBP,0.72,False,False,False,False,online,,False,True,0.01000000,False,0.03000000
USDT-USD,USDT,USD,0.00001,0.01,USDT-USD,1,False,False,False,False,online,,False,False,0.01000000,False,0.03000000
USDT-USDC,USDT,USDC,0.0001,0.01,USDT-USDC,1,False,False,True,False,online,,False,False,0.01000000,False,0.03000000
USELESS-USD,USELESS,USD,0.0001,0.1,USELESS/USD,1,False,False,False,False,online,,False,False,0.03000000,False,
UST-EUR,UST,EUR,0.00001,0.01,UST-EUR,0.84,False,False,False,False,delisted,,True,True,0.01000000,False,
UST-USD,UST,USD,0.00001,0.01,UST-USD,1,False,False,False,False,delisted,,True,True,0.01000000,False,
UST-USDT,UST,USDT,0.00001,0.01,UST-USDT,1,False,False,False,False,delisted,,True,True,0.01000000,False,
VARA-USD,VARA,USD,0.00001,1,VARA-USD,1,False,False,False,False,online,,False,False,0.03000000,False,
VELO-USD,VELO,USD,0.00001,0.1,VELO-USD,1,False,False,False,False,online,,False,False,0.03000000,False,
VET-USD,VET,USD,0.00001,1,VET-USD,1,False,False,False,False,online,,False,False,0.03000000,False,
VGX-EUR,VGX,EUR,0.0001,0.01,VGX-EUR,0.84,False,False,False,False,delisted,,True,False,0.03000000,False,
VGX-USD,VGX,USD,0.0001,0.01,VGX-USD,1,False,False,False,False,delisted,,True,False,0.03000000,False,
VGX-USDT,VGX,USDT,0.0001,0.01,VGX-USDT,1,False,False,False,False,delisted,,True,False,0.03000000,False,
VOXEL-USD,VOXEL,USD,0.0001,0.01,VOXEL-USD,1,False,False,False,False,online,,False,False,0.03000000,False,
VTHO-USD,VTHO,USD,0.000001,1,VTHO-USD,1,False,False,False,False,online,,False,False,0.03000000,False,
VVV-USD,VVV,USD,0.01,0.001,VVV-USD,1,False,False,False,False,online,,False,False,0.03000000,False,
W-USD,W,USD,0.00001,0.01,W/USD,1,False,False,False,False,online,,False,False,0.03000000,False,
WAMPL-USD,WAMPL,USD,0.01,0.001,WAMPL-USD,1,False,False,False,False,delisted,,True,False,0.03000000,False,
WAMPL-USDT,WAMPL,USDT,0.01,0.001,WAMPL-USDT,1,False,False,False,False,delisted,,True,False,0.03000000,False,
WAXL-USD,WAXL,USD,0.0001,0.01,WAXL-USD,1,False,False,False,False,online,,False,False,0.03000000,False,
WBTC-BTC,WBTC,BTC,0.0001,0.00000001,WBTC-BTC,0.0001,False,False,False,False,delisted,,True,True,0.01000000,False,
WBTC-USD,WBTC,USD,0.01,0.00000001,WBTC-USD,1,False,False,False,False,delisted,,True,False,0.03000000,False,
WCFG-BTC,WCFG,BTC,0.00000001,0.01,WCFG-BTC,0.000016,False,False,False,False,delisted,,True,False,0.03000000,False,
WCFG-EUR,WCFG,EUR,0.0001,0.01,WCFG-EUR,0.84,False,False,False,False,delisted,,True,False,0.03000000,False,
WCFG-USD,WCFG,USD,0.001,0.01,WCFG-USD,1,False,False,False,False,online,,False,False,0.03000000,False,
WCFG-USDT,WCFG,USDT,0.00001,0.01,WCFG-USDT,1,False,False,False,False,delisted,,True,False,0.03000000,False,
WCT-USD,WCT,USD,0.0001,0.1,WCT/USD,1,False,False,False,False,online,,False,False,0.03000000,False,
WELL-USD,WELL,USD,0.000001,1,WELL/USD,1,False,False,False,False,online,,False,False,0.03000000,False,
WIF-USD,WIF,USD,0.001,0.01,WIF/USD,1,False,False,False,False,online,,False,False,0.03000000,False,
WLD-USD,WLD,USD,0.001,0.01,WLD/USD,1,False,False,False,False,online,,False,False,0.03000000,False,
WLFI-USD,WLFI,USD,0.00001,0.1,WLFI/USD,1,False,False,False,False,online,,False,False,0.03000000,False,
WLUNA-EUR,WLUNA,EUR,0.00000001,0.001,WLUNA-EUR,0.84,False,False,False,False,delisted,,True,False,0.10000000,False,
WLUNA-GBP,WLUNA,GBP,0.00000001,0.001,WLUNA-GBP,0.72,False,False,False,False,delisted,,True,False,0.10000000,False,
WLUNA-USD,WLUNA,USD,0.00000001,0.001,WLUNA-USD,1,False,False,False,False,delisted,,True,False,0.10000000,False,
WLUNA-USDT,WLUNA,USDT,0.00000001,0.001,WLUNA-USDT,1,False,False,False,False,delisted,,True,False,0.10000000,False,
XAN-USD,XAN,USD,0.00001,0.1,XAN/USD,1,False,False,False,False,online,,False,False,0.03000000,False,
XCN-USD,XCN,USD,0.00001,0.1,XCN-USD,1,False,False,False,False,online,,False,False,0.03000000,False,
XCN-USDT,XCN,USDT,0.00001,0.1,XCN-USDT,1,False,False,False,False,delisted,,True,False,0.03000000,False,
XLM-BTC,XLM,BTC,0.00000001,1,XLM-BTC,0.000016,False,False,False,False,online,,False,False,0.03000000,False,
XLM-EUR,XLM,EUR,0.000001,1,XLM-EUR,0.84,False,False,False,False,online,,False,False,0.03000000,False,
XLM-USD,XLM,USD,0.000001,0.00000001,XLM-USD,1,False,False,False,False,online,,False,False,0.03000000,False,
XLM-USDT,XLM,USDT,0.0001,0.1,XLM-USDT,1,False,False,False,False,online,,False,False,0.03000000,False,
XRP-BTC,XRP,BTC,0.00000001,1,XRP-BTC,0.001,False,False,False,False,delisted,,True,False,0.10000000,False,
XRP-EUR,XRP,EUR,0.0001,0.000001,XRP-EUR,1,False,False,False,False,online,,False,False,0.05000000,False,
XRP-GBP,XRP,GBP,0.0001,0.000001,XRP-GBP,1,False,False,False,False,delisted,,True,False,0.05000000,False,
XRP-USD,XRP,USD,0.0001,0.000001,XRP-USD,1,False,False,False,False,online,,False,False,0.05000000,False,
XRP-USDT,XRP,USDT,0.0001,0.000001,XRP-USDT,1,False,False,False,False,online,,False,False,0.05000000,False,
XSGD-USDC,XSGD,USDC,0.0001,1,XSGD/USDC,1,False,False,True,False,online,,False,True,0.01000000,False,0.03000000
XTZ-BTC,XTZ,BTC,0.00000001,0.01,XTZ-BTC,0.000016,False,False,False,False,online,,False,False,0.03000000,False,
XTZ-EUR,XTZ,EUR,0.01,0.01,XTZ-EUR,0.84,False,False,False,False,online,,False,False,0.03000000,False,
XTZ-GBP,XTZ,GBP,0.001,0.01,XTZ-GBP,0.72,False,False,False,False,online,,False,False,0.03000000,False,
XTZ-USD,XTZ,USD,0.001,0.01,XTZ-USD,1,False,False,False,False,online,,False,False,0.03000000,False,
XYO-BTC,XYO,BTC,0.00000001,0.1,XYO-BTC,0.000016,False,False,False,False,delisted,,True,False,0.03000000,False,
XYO-EUR,XYO,EUR,0.000001,0.1,XYO-EUR,0.84,False,False,False,False,delisted,,True,False,0.03000000,False,
XYO-USD,XYO,USD,0.00001,0.1,XYO-USD,1,False,False,False,False,online,,False,False,0.03000000,False,
XYO-USDT,XYO,USDT,0.00001,0.1,XYO-USDT,1,False,False,False,False,delisted,,True,False,0.03000000,False,
YB-USD,YB,USD,0.0001,0.01,YB/USD,1,False,False,False,False,online,,False,False,0.03000000,False,
YFI-BTC,YFI,BTC,0.0001,0.000001,YFI-BTC,0.00001,False,False,False,False,online,,False,False,0.03000000,False,
YFI-USD,YFI,USD,0.01,0.000001,YFI-USD,1,False,False,False,False,online,,False,False,0.03000000,False,
YFII-USD,YFII,USD,0.01,0.00000001,YFII-USD,1,False,False,False,False,delisted,,True,False,0.03000000,False,
ZEC-BTC,ZEC,BTC,0.000001,0.0001,ZEC-BTC,0.000016,False,False,False,False,delisted,,True,False,0.03000000,False,
ZEC-USD,ZEC,USD,0.01,0.00000001,ZEC-USD,1,False,False,False,False,online,,False,False,0.03000000,False,
ZEC-USDC,ZEC,USDC,0.01,0.00000001,ZEC-USDC,1,False,False,False,False,delisted,,True,False,0.03000000,False,
ZEN-BTC,ZEN,BTC,0.0000001,0.001,ZEN-BTC,0.000016,False,False,False,False,delisted,,True,False,0.03000000,False,
ZEN-USD,ZEN,USD,0.001,0.001,ZEN-USD,1,False,False,False,False,online,,False,False,0.03000000,False,
ZEN-USDT,ZEN,USDT,0.01,0.001,ZEN-USDT,1,False,False,False,False,delisted,,True,False,0.03000000,False,
ZETA-USD,ZETA,USD,0.0001,0.1,ZETA-USD,1,False,False,False,False,online,,False,False,0.03000000,False,
ZETACHAIN-USD,ZETACHAIN,USD,0.0001,0.01,ZETACHAIN/USD,1,False,False,False,False,online,,False,False,0.03000000,False,
ZK-USD,ZK,USD,0.00001,0.1,ZK/USD,1,False,False,False,False,online,,False,False,0.03000000,False,
ZKC-USD,ZKC,USD,0.0001,0.01,ZKC/USD,1,False,False,False,False,online,,False,False,0.03000000,False,
ZORA-USD,ZORA,USD,0.00001,1,ZORA/USD,1,False,False,False,False,online,,False,False,0.03000000,False,
ZRO-USD,ZRO,USD,0.001,0.01,ZRO/USD,1,False,False,False,False,online,,False,False,0.03000000,False,
ZRX-BTC,ZRX,BTC,0.00000001,0.00001,ZRX-BTC,0.000016,False,False,False,False,delisted,,True,False,0.03000000,False,
ZRX-EUR,ZRX,EUR,0.0001,0.00001,ZRX-EUR,0.84,False,False,False,False,delisted,,True,False,0.03000000,False,
ZRX-USD,ZRX,USD,0.000001,0.00001,ZRX-USD,1,False,False,False,False,online,,False,False,0.03000000,False,
